id_empresa,ene_des_cod,ene_sum_ele,ene_pag_ali,ene_us_anu,ene_con_mes_ene_kwh,ene_con_mes_ene_val,ene_con_mes_feb_kwh,ene_con_mes_feb_val,ene_con_mes_mar_kwh,ene_con_mes_mar_val,ene_con_mes_abr_kwh,ene_con_mes_abr_val,ene_con_mes_may_kwh,ene_con_mes_may_val,ene_con_mes_jun_kwh,ene_con_mes_jun_val,ene_con_mes_jul_kwh,ene_con_mes_jul_val,ene_con_mes_ago_kwh,ene_con_mes_ago_val,ene_con_mes_sep_kwh,ene_con_mes_sep_val,ene_con_mes_oct_kwh,ene_con_mes_oct_val,ene_con_mes_nov_kwh,ene_con_mes_nov_val,ene_con_mes_dic_kwh,ene_con_mes_dic_val,ene_con_anu_kwh,ene_con_anu_val,FEXP,ciiu1d,TAMANIO_EMPRESA,ACTIVIDAD,EMPRESAS_VALIDAS,empresa_unica
13709668093,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13709668093,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13709668093,1,1,2,100,534800,25116,529200,24964.8,529200,25062.8,565600,26563.6,529200,25107.6,99999,39810.4,99999,47454.4,99999,428545.6,99999,42778.4,99999,48398,99999,47283.6,99999,45900.4,2688000,826985.6,1.05546492659054,C,5,C,1,0
13709674093,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H,1,1
13709674093,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H,1,0
13709674093,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H,1,0
13709674093,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H,1,0
13709674093,1,1,2,100,70246,736.44,9138,1012.02,10865,1138.86,12779,1147.84,15356,1123.03,8410,467.45,8788,1526.52,10509,1322.9,12219,1298.98,13694,1306.81,15408,1248.13,16891,1307.25,204303,13636.23,1.03846153846154,H,5,H,1,0
13709691095,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13709691095,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13709691095,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13709691095,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13709691095,1,1,2,100,20448,1060.8,18115.2,941.98,19053.6,990.81,18523,963.2,22500,1620,18972,1365.98,18768,1351.3,20800,1442.38,18270,1316.02,20000,1462.9,19940.51,1380.67,20000,1471.75,235390.31,15367.79,1.34308510638298,C,4,C,1,0
13709704090,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,1
13709704090,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13709704090,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13709704090,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13709704090,1,1,2,100,126480,9106.56,119952,8636.54,144268.8,10387.37,132029,9506.09,137251,9882.07,124032,11410.94,110976,10209.79,112445,10344.94,99999,11275.8,101674,9354.01,130234,11981.53,133987,12326.8,1373328.8,124422.44,1.05546492659054,C,5,C,1,0
13709732093,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,1
13709732093,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13709732093,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13709732093,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13709732093,1,1,2,100,99999,99999,154546,14841.56,141892,13317.84,46713,15739.56,32975,13203.75,56257,21979.99,194830,20831.7,154064,17368.02,190215,16506.31,201100,17069.01,275242,21848.14,348425,25173.7,1796259,197879.58,1.05546492659054,C,5,C,1,0
13709812097,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13709812097,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13709812097,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13709812097,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13709812097,1,1,2,100,1197,105.95,1264,100.14,1255,101.91,1468,115.12,429,30.89,1497,143.4,1300,128.58,1181,121.55,1581,154.49,1884,184.85,1132,113.18,607,56.26,14795,1356.32,1.34308510638298,C,4,C,1,0
13709839092,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H,1,1
13709839092,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H,1,0
13709839092,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H,1,0
13709839092,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H,1,0
13709839092,1,1,2,100,12960,67392,11920,619.84,12640,657.28,12400,644.8,11920,619.84,11440,823.68,11200,806.4,12720,915.84,13120,944.64,15440,111.68,16800,1209.6,37200,1238.4,179760,75984,1.03846153846154,H,5,H,1,0
13709876095,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,1
13709876095,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13709876095,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13709876095,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13709876095,1,1,2,100,878,60.35,1352,102.42,1125,81.96,1304,99.55,1445,110.36,1249,111.08,1413,135.44,1355,129.93,1215,114.3,1120,104.16,1231,116.01,1147,106.79,14834,1272.35,3.72254335260116,C,3,C,1,0
13709905095,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13709905095,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13709905095,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13709905095,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13709905095,1,1,2,100,99999,99999,90930,4336.5,101210,4798.08,96600,4552.38,116340,5397.42,92820,6291.6,104580,7080.51,103950,6949.74,110880,7404.6,101640,6840.56,99330,6733.86,98700,6715.8,1116980,67101.05,1.34308510638298,C,4,C,1,0
13709940095,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,1
13709940095,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13709940095,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13709940095,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13709940095,1,1,2,100,12607.2,658.44,13158,665.72,13423,664.22, , , , , , ,11179,782.69,11220,782.3,10601,738.29,12444,861.05,13872,954.48,11016,774.13,109520.2,6881.32,1.05546492659054,C,5,C,1,0
13710037099,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,1
13710037099,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710037099,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710037099,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710037099,1,1,2,100,641550,29498.7,687760,31449.6,706650,32669.7,744450,34431.6,807450,37004.1,642600,42678.3,816900,54400.5,932400,61410.3,708750,46937.1,912450,60236.4,943950,62237.7,828450,55051.5,9373360,548005.5,1.05546492659054,C,5,C,1,0
13710081098,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,1
13710081098,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13710081098,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13710081098,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13710081098,1,1,1,100, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13710153099,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,1
13710153099,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710153099,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710153099,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710153099,1,1,2,100,197400,9273.6,245400,11404.4,286100,13890.6,291900,13518.4,289100,13293,290500,19219.2,291200,19394.2,315700,20881,277900,18488.4,277900,18496.8,325500,21478.8,306600,20305.6,3395200,199644,1.05546492659054,C,5,C,1,0
13710166093,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,1
13710166093,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710166093,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710166093,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710166093,1,1,2,100,151550,6879.6,168000,7708.4,189350,8743,197400,9046.1,184100,8536.5,203350,13942.5,197400,12907.3,203350,13463.8,215250,14191.8,182000,12029.5,201250,194950,201600,13302.1,2294600,315700.6,1.05546492659054,C,5,C,1,0
13710327097,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13710327097,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710327097,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710327097,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710327097,1,1,2,100,88888,88888,9343.2,485.84,5900,306.8,2121.6,110.34,1714,89.13,88888,88888,571,41.11,88888,88888,88888,88888,88888,88888,816,58.75,10853,781.42,31318.8,1873.39,1.34308510638298,C,4,C,1,0
13710469096,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,1
13710469096,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13710469096,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13710469096,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13710469096,1,1,2,100,12187,877.46,10308,742.18,9926,516.15,9050,461.55,13954,918.08,11026,716.69,4774,343.73,13586,978.19,8078,581.72,10321,660,10321,660,10321,660,123852,8115.75,3.72254335260116,C,3,C,1,0
13710483099,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,1
13710483099,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13710483099,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13710483099,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13710483099,1,1,2,100,99999,99999,3388,243.94,99999,99999,4067,292.82,99999,99999,99999,99999,99999,99999,5560,511.52,99999,99999,99999,480.79,99999,493.76,99999,479.69,13015,2502.52,1.30508474576271,H,4,H,1,0
13710510096,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13710510096,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710510096,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710510096,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710510096,1,1,2,100,5855,608.25,5759,618.29,10459,1055.19,8519,870.6,8398,888.86,7365,919.04,7311,905.19,6528,851.18,5141,671.23,4206,643.43,8281,1054.29,8812,1097.23,86634,10182.78,1.34308510638298,C,4,C,1,0
13710565095,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13710565095,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710565095,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710565095,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710565095,1,1,2,100,99999,99999,242200,11377.8,99999,99999,238700,11147.5,236250,11370.8,246050,16552.2,211050,14171.5,238700,15918,240450,16151.1,245350,16600.5,99999,99999,183400,12457.9,2082150,125747.3,1.34308510638298,C,4,C,1,0
13710735098,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,1
13710735098,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710735098,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710735098,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13710735098,1,1,2,100,50400,3074.4,40950,2497.95,61600,3757.6,53550,3266.55,51100,4139.1,50050,4054.05,39900,3231.9,36400,2948.4,37100,3005.1,43050,3487.05,43400,3515.4,50750,3095.75,558250,40073.25,1.05546492659054,C,5,C,1,0
13710879090,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13710879090,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710879090,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710879090,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13710879090,1,1,2,100,79800,4867.8,107100,6533.1,109200,6661.2,147000,8967,126000,7686,126000,7686,119700,9695.7,99999,99999,115500,10875.76,116200,10855.4,126000,11548.61,128100,10376.1,1300600,95752.67,1.34308510638298,C,4,C,1,0
13710887092,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.40816326530612,I,4,I,1,1
13710887092,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.40816326530612,I,4,I,1,0
13710887092,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.40816326530612,I,4,I,1,0
13710887092,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.40816326530612,I,4,I,1,0
13710887092,1,1,2,100,33007,2531.8,29374,2240.82,32633,2491.49,31200,2363.62,34151,2608.68,31750,3062.21,32569,3141.74,32012,3083.71,32878,3159.5,28737,2725.65,31439,3031.24,30595,2961.22,380345,33401.68,1.40816326530612,I,4,I,1,0
13710945092,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,1
13710945092,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13710945092,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13710945092,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13710945092,1,1,2,100,3730,268.56,6495,467.64,6871,494.71,7110,511.92,7175,516.6,6600,607.2,5798,533.42,6018,553.66,541,498.55,5932,545.74,6033,555.04,6295,579.14,68598,6132.18,3.72254335260116,C,3,C,1,0
13711015099,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13711015099,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711015099,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711015099,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711015099,1,1,2,100,206150,9560,212750,8967,165610,7788,135450,6421,130750,5936,564550,8939,131600,8860,143850,9627,136850,9205,120750,8064,96850,8663,137900,9216,2183060,101246,1.34308510638298,C,4,C,1,0
13711040093,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,1
13711040093,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13711040093,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13711040093,1,1,2,99,730200,35249.2,887600,41496,925400,42915.6,981400,45533.6,963200,44615.2,99999,99999,99999,99999,1022000,67998,917000,60947.6,957600,63616,868000,57500.8,936600,61941.6,9189000,521813.6,1.05546492659054,C,5,C,1,0
13711040093,5,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13711161095,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,1
13711161095,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13711161095,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13711161095,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13711161095,1,1,2,100,1396176,7260.14,137740.8,7162.53,173400,9016.8,16630,8647.85,170054,8842.81,153898,11080.66,170381,12267.43,139046,10011.31,149083,10733.98,143779,10352.09,156835,11292.12,127378,9171.22,2934400.8,115838.94,1.05546492659054,C,5,C,1,0
13711188091,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,1
13711188091,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13711188091,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13711188091,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13711188091,1,1,2,100,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,43,3.35,184,15.16,216,18.14,45,3.51,99999,99999,488,40.16,3.72254335260116,C,3,C,1,0
13711209098,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13711209098,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711209098,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711209098,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711209098,1,1,2,100,7352.72,425.61,701,58.87,782,58.87,1410,112.76,343,21.26,785,73.72,815,75.57,883,81.73,593,55.96,727,66.89,837,76.85,939,87.25,16167.72,1195.34,1.34308510638298,C,4,C,1,0
13711251094,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,1
13711251094,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13711251094,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13711251094,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13711251094,1,1,1,100, , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13711274094,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13711274094,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711274094,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711274094,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711274094,1,1,2,100,33260,1614.24,34020,1678.74,35420,1740.76,31220,1532.02,34160,1659,33390,2311.26,37310,2590,33740,2326.66,29540,2038.26,28350,1937.74,24160,1875.64,39340,2707.6,393910,24011.92,1.34308510638298,C,4,C,1,0
13711398095,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13711398095,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711398095,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711398095,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13711398095,1,1,2,100,6854,356.41,7507.2,390.36,8486.4,441.27,10118,526.14,10282,534.66,10445,752.04,10771,775.51,9792,705.02,8894,640.37,10118,728.5,9874,710.93,10037,722.66,113178.6,7283.87,1.34308510638298,C,4,C,1,0
13711412098,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I,1,1
13711412098,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I,1,0
13711412098,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I,1,0
13711412098,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I,1,0
13711412098,1,1,2,100,27575.7,1433.9,26194.62,1362.14,27640.98,1437.28,26365.92,1371.03,28546,1484.39,18561,1336.39,11988.06,1861.45,11731.02,3156.57,10339.74,2841.26,11563.74,3046.99,10330.56,2776.42,12081.9,3097.29,222919.24,25205.11,3.18181818181818,I,3,I,1,0
13711593092,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,1
13711593092,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13711593092,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13711593092,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13711593092,1,1,2,100,99999,99999,99999,99999,99999,99999,99999,99999,1097,104.29,926,85.06,1087,100.46,906,80.88,525,48.25,962,86.93,490,44.51,1077,99.36,7070,649.74,1.30508474576271,H,4,H,1,0
13711660091,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,1
13711660091,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13711660091,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13711660091,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H,1,0
13711660091,1,1,2,100,29212,1417,27091,1317,20318,982,12567,615,14770,718,13056,878,12729,857,12811,859,11832,797,11098,753,11016,748,99999,99999,176500,9941,1.30508474576271,H,4,H,1,0
13711680092,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,1
13711680092,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13711680092,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13711680092,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13711680092,1,1,2,100,2460,171.5,3500,182,6300,309.3,4550,226.1,5600,280.7,6650,464.1,3850,266.7,3150,216.3,3500,241.5,2800,191.8,4200,287,3150,221.2,49710,3058.2,3.72254335260116,C,3,C,1,0
13712043100,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,1
13712043100,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13712043100,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13712043100,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C,1,0
13712043100,1,1,2,100,2156,150.92,3740,279.1,941,85.59,7162,457.58,4924,379.5,4980,372.24,7149,548,5963,437.08,5232,477.18,5527,488.31,5088,450.17,4312,378.77,57174,4504.44,1.34308510638298,C,4,C,1,0
13717036101,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,1
13717036101,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13717036101,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13717036101,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C,1,0
13717036101,1,1,2,100,3127,209.29,2611,175.52,3990,203.43,3342,223.01,4259,282.04,4443,295.93,5665,373.48,99999,99999,5244,443.9,5171,443.05,5247,443.38,3761,318.94,46860,3411.97,3.72254335260116,C,3,C,1,0
13720432107,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I,1,1
13720432107,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I,1,0
13720432107,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I,1,0
13720432107,1,1,2,99,11016,812.25,11016,812.25,11016,812.25,11016,812.25,11016,812.25,11016,812.25,11016,821.25,11016,821.25,11016,812.25,11016,812.25,11016,812.25,11016,812.25,132192,9765,3.18181818181818,I,3,I,1,0
13720432107,5,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I,1,0
13720451101,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,1
13720451101,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13720451101,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13720451101,1,1,2,97,100060.98,7912.21,102957.63,8668.82,98287,8460.51,112855,8834.16,108568,8759.39,79633,8413.51,71955,7271.71,72403,7993.49,94522,9574.39,89871,9307.77,84088,9381.58,59518,6109.69,1074718.61,100687.23,1.05546492659054,C,5,C,1,0
13720451101,5,1, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
13720471102,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,1
13720471102,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C,1,0
