id_empresa,agu_res_des_cod,agu_res_des_tip,agu_res_gen,agu_res_por_anio,FEXP,ciiu1d,TAMANIO_EMPRESA,ACTIVIDAD
13601986013,31,1,2, ,1.05546492659054,C,5,C
13601986013,41,1,2, ,1.05546492659054,C,5,C
13601986013,51,1,2, ,1.05546492659054,C,5,C
13601986013,61,1,2, ,1.05546492659054,C,5,C
13601986013,71,1,2, ,1.05546492659054,C,5,C
13601986013,12,2,2, ,1.05546492659054,C,5,C
13601986013,22,2,2, ,1.05546492659054,C,5,C
13601986013,32,2,2, ,1.05546492659054,C,5,C
13601986013,42,2,2, ,1.05546492659054,C,5,C
13601986013,52,2,2, ,1.05546492659054,C,5,C
13601986013,62,2,2, ,1.05546492659054,C,5,C
13601986013,72,2,2, ,1.05546492659054,C,5,C
13601987010,12,2,1,100,1.30508474576271,H,4,H
13601987010,11,1, , ,1.30508474576271,H,4,H
13601987010,21,1, , ,1.30508474576271,H,4,H
13601987010,31,1, , ,1.30508474576271,H,4,H
13601987010,41,1, , ,1.30508474576271,H,4,H
13601987010,51,1, , ,1.30508474576271,H,4,H
13601987010,61,1, , ,1.30508474576271,H,4,H
13601987010,71,1, , ,1.30508474576271,H,4,H
13601987010,72,2,2, ,1.30508474576271,H,4,H
13601987010,62,2,2, ,1.30508474576271,H,4,H
13601987010,52,2,2, ,1.30508474576271,H,4,H
13601987010,42,2,2, ,1.30508474576271,H,4,H
13601987010,22,2,2, ,1.30508474576271,H,4,H
13601987010,32,2,2, ,1.30508474576271,H,4,H
13601992013,12,2,1,100,1.05546492659054,C,5,C
13601992013,11,1, , ,1.05546492659054,C,5,C
13601992013,21,1, , ,1.05546492659054,C,5,C
13601992013,31,1, , ,1.05546492659054,C,5,C
13601992013,41,1, , ,1.05546492659054,C,5,C
13601992013,51,1, , ,1.05546492659054,C,5,C
13601992013,61,1, , ,1.05546492659054,C,5,C
13601992013,71,1, , ,1.05546492659054,C,5,C
13601992013,22,2,2, ,1.05546492659054,C,5,C
13601992013,32,2,2, ,1.05546492659054,C,5,C
13601992013,42,2,2, ,1.05546492659054,C,5,C
13601992013,52,2,2, ,1.05546492659054,C,5,C
13601992013,62,2,2, ,1.05546492659054,C,5,C
13601992013,72,2,2, ,1.05546492659054,C,5,C
13602002017,12,2,1,100,1.05546492659054,C,5,C
13602002017,72,2,2, ,1.05546492659054,C,5,C
13602002017,62,2,2, ,1.05546492659054,C,5,C
13602002017,52,2,2, ,1.05546492659054,C,5,C
13602002017,42,2,2, ,1.05546492659054,C,5,C
13602002017,32,2,2, ,1.05546492659054,C,5,C
13602002017,22,2,2, ,1.05546492659054,C,5,C
13602002017,71,1, , ,1.05546492659054,C,5,C
13602002017,61,1, , ,1.05546492659054,C,5,C
13602002017,51,1, , ,1.05546492659054,C,5,C
13602002017,41,1, , ,1.05546492659054,C,5,C
13602002017,31,1, , ,1.05546492659054,C,5,C
13602002017,21,1, , ,1.05546492659054,C,5,C
13602002017,11,1, , ,1.05546492659054,C,5,C
13602007019,12,2,1,100,1.34308510638298,C,4,C
13602007019,71,1, , ,1.34308510638298,C,4,C
13602007019,61,1, , ,1.34308510638298,C,4,C
13602007019,51,1, , ,1.34308510638298,C,4,C
13602007019,41,1, , ,1.34308510638298,C,4,C
13602007019,31,1, , ,1.34308510638298,C,4,C
13602007019,21,1, , ,1.34308510638298,C,4,C
13602007019,11,1, , ,1.34308510638298,C,4,C
13602007019,22,2,2, ,1.34308510638298,C,4,C
13602007019,32,2,2, ,1.34308510638298,C,4,C
13602007019,62,2,2, ,1.34308510638298,C,4,C
13602007019,72,2,2, ,1.34308510638298,C,4,C
13602007019,42,2,2, ,1.34308510638298,C,4,C
13602007019,52,2,2, ,1.34308510638298,C,4,C
13602010010,11,1,1,80,1.05546492659054,C,5,C
13602010010,12,2,1,20,1.05546492659054,C,5,C
13602010010,22,2,2, ,1.05546492659054,C,5,C
13602010010,21,1,2, ,1.05546492659054,C,5,C
13602010010,31,1,2, ,1.05546492659054,C,5,C
13602010010,51,1,2, ,1.05546492659054,C,5,C
13602010010,61,1,2, ,1.05546492659054,C,5,C
13602010010,71,1,2, ,1.05546492659054,C,5,C
13602010010,32,2,2, ,1.05546492659054,C,5,C
13602010010,52,2,2, ,1.05546492659054,C,5,C
13602010010,62,2,2, ,1.05546492659054,C,5,C
13602010010,72,2,2, ,1.05546492659054,C,5,C
13602010010,41,1,2, ,1.05546492659054,C,5,C
13602010010,42,2,2, ,1.05546492659054,C,5,C
13602012012,32,2,1,100,1.05546492659054,C,5,C
13602012012,72,2,2, ,1.05546492659054,C,5,C
13602012012,62,2,2, ,1.05546492659054,C,5,C
13602012012,52,2,2, ,1.05546492659054,C,5,C
13602012012,42,2,2, ,1.05546492659054,C,5,C
13602012012,22,2,2, ,1.05546492659054,C,5,C
13602012012,12,2,2, ,1.05546492659054,C,5,C
13602012012,71,1, , ,1.05546492659054,C,5,C
13602012012,61,1, , ,1.05546492659054,C,5,C
13602012012,51,1, , ,1.05546492659054,C,5,C
13602012012,41,1, , ,1.05546492659054,C,5,C
13602012012,31,1, , ,1.05546492659054,C,5,C
13602012012,21,1, , ,1.05546492659054,C,5,C
13602012012,11,1, , ,1.05546492659054,C,5,C
13602016018,31,1,1,100,1.05546492659054,C,5,C
13602016018,72,2,2, ,1.05546492659054,C,5,C
13602016018,62,2,2, ,1.05546492659054,C,5,C
13602016018,52,2,2, ,1.05546492659054,C,5,C
13602016018,42,2,2, ,1.05546492659054,C,5,C
13602016018,32,2,2, ,1.05546492659054,C,5,C
13602016018,22,2,2, ,1.05546492659054,C,5,C
13602016018,12,2,2, ,1.05546492659054,C,5,C
13602016018,71,1,2, ,1.05546492659054,C,5,C
13602016018,61,1,2, ,1.05546492659054,C,5,C
13602016018,51,1,2, ,1.05546492659054,C,5,C
13602016018,41,1,2, ,1.05546492659054,C,5,C
13602016018,21,1,2, ,1.05546492659054,C,5,C
13602016018,11,1,2, ,1.05546492659054,C,5,C
13602023014,12,2,1,100,1.05546492659054,C,5,C
13602023014,11,1, , ,1.05546492659054,C,5,C
13602023014,21,1, , ,1.05546492659054,C,5,C
13602023014,31,1, , ,1.05546492659054,C,5,C
13602023014,41,1, , ,1.05546492659054,C,5,C
13602023014,51,1, , ,1.05546492659054,C,5,C
13602023014,61,1, , ,1.05546492659054,C,5,C
13602023014,71,1, , ,1.05546492659054,C,5,C
13602023014,72,2,2, ,1.05546492659054,C,5,C
13602023014,62,2,2, ,1.05546492659054,C,5,C
13602023014,52,2,2, ,1.05546492659054,C,5,C
13602023014,42,2,2, ,1.05546492659054,C,5,C
13602023014,32,2,2, ,1.05546492659054,C,5,C
13602023014,22,2,2, ,1.05546492659054,C,5,C
13602024011,12,2,1,100,3.50724637681159,H,3,H
13602024011,72,2,2, ,3.50724637681159,H,3,H
13602024011,62,2,2, ,3.50724637681159,H,3,H
