id_empresa,fue_cap_des_cod,fue_cap_cue,fue_cap_reg,fue_cap_tot_anio,fue_cap_tot_por_con,fue_cap_aut_apr_agu,fue_cap_cua_aut,FEXP,ciiu1d,TAMANIO_EMPRESA,ACTIVIDAD
13601980015,4,2, , , , , ,1.05546492659054,C,5,C
13601980015,3,2, , , , , ,1.05546492659054,C,5,C
13601980015,2,2, , , , , ,1.05546492659054,C,5,C
13601980015,1,2, , , , , ,1.05546492659054,C,5,C
13601986013,4,2, , , , , ,1.05546492659054,C,5,C
13601986013,3,2, , , , , ,1.05546492659054,C,5,C
13601986013,2,2, , , , , ,1.05546492659054,C,5,C
13601986013,1,2, , , , , ,1.05546492659054,C,5,C
13601987010,4,2, , , , , ,1.30508474576271,H,4,H
13601987010,3,2, , , , , ,1.30508474576271,H,4,H
13601987010,2,2, , , , , ,1.30508474576271,H,4,H
13601987010,1,2, , , , , ,1.30508474576271,H,4,H
13601992013,4,2, , , , , ,1.05546492659054,C,5,C
13601992013,3,2, , , , , ,1.05546492659054,C,5,C
13601992013,2,2, , , , , ,1.05546492659054,C,5,C
13601992013,1,2, , , , , ,1.05546492659054,C,5,C
13602002017,4,2, , , , , ,1.05546492659054,C,5,C
