id_empresa,com_des_cod,com_des_tip,com_uti,com_can_gal,com_cap,com_val,com_act_pro_por,com_act_pro_can,com_act_pro_val,com_tra_por,com_tra_can,com_tra_val,FEXP,ciiu1d,TAMANIO_EMPRESA,ACTIVIDAD
13709732093,62,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13709812097,31,1,1,360, ,468,100,360,468, , , ,1.34308510638298,C,4,C
13709812097,21,1,1,120, ,175.2,100,120,175.2, , , ,1.34308510638298,C,4,C
13709812097,11,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709812097,41,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709812097,51,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709812097,71,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709812097,61,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709812097,81,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709812097,12,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709812097,22,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709812097,32,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709812097,42,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709812097,52,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709812097,62,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709839092,31,1,1,1653607.8, ,1356428.02,100,1653607.8,1356428.02, , , ,1.03846153846154,H,5,H
13709839092,11,1,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,21,1,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,61,1,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,71,1,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,41,1,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,51,1,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,81,1,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,12,2,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,22,2,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,32,2,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,42,2,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,52,2,2, , , , , , , , , ,1.03846153846154,H,5,H
13709839092,62,2,2, , , , , , , , , ,1.03846153846154,H,5,H
13709876095,11,1,1,889, ,1778.64, , , ,100,889,1778.64,3.72254335260116,C,3,C
13709876095,42,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,52,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,62,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,21,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,31,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,41,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,51,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,61,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,71,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,81,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,12,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,32,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13709876095,22,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13709905095,31,1,1,3850, ,3465.39,100,3850,3465.39, , , ,1.34308510638298,C,4,C
13709905095,11,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,21,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,51,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,41,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,61,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,71,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,81,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,12,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,22,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,32,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,42,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,52,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709905095,62,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13709940095,52,2,1,39872.52, ,19138.81,100,39943.72,19138.81, , , ,1.05546492659054,C,5,C
13709940095,31,1,1,1404.17, ,1305.88, , , ,100,1404.17,1305.88,1.05546492659054,C,5,C
13709940095,11,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13709940095,21,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13709940095,41,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13709940095,51,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13709940095,61,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13709940095,71,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13709940095,81,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13709940095,12,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13709940095,22,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13709940095,32,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13709940095,42,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13709940095,62,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,42,2,1,3600, ,4320,100,3600,4320, , , ,1.05546492659054,C,5,C
13710037099,11,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,41,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,31,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,21,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,51,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,81,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,71,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,61,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,62,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,52,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,32,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,12,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710037099,22,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710081098,31,1,1,264651, ,245038.09, , , ,100,264651,245038.09,1.30508474576271,H,4,H
13710081098,11,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,21,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,41,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,51,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,61,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,81,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,12,2,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,42,2,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,62,2,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,22,2,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,32,2,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,71,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710081098,52,2,2, , , , , , , , , ,1.30508474576271,H,4,H
13710153099,52,2,1,311545.8, ,280391.22,100,312156.67,280391.22, , , ,1.05546492659054,C,5,C
13710153099,31,1,1,51480, ,43243.27, , , ,100,51480,43243.27,1.05546492659054,C,5,C
13710153099,42,2,1,16624, ,22748.24,100,16624,22748.24, , , ,1.05546492659054,C,5,C
13710153099,11,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710153099,21,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710153099,51,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710153099,41,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710153099,61,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710153099,71,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710153099,81,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710153099,12,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710153099,22,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710153099,32,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710153099,62,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,41,1,1,92023, ,83740.93,100,92023,83740.93, , , ,1.05546492659054,C,5,C
13710166093,42,2,1,1440, ,1440,100,1440,1440, , , ,1.05546492659054,C,5,C
13710166093,11,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,21,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,31,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,51,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,61,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,71,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,12,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,52,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,62,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,22,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,32,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710166093,81,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710327097,31,1,1,13436.89, ,13840,100,13436.89,13840, , , ,1.34308510638298,C,4,C
13710327097,11,1,1,4891, ,11200.39, , , ,100,4891,11200.39,1.34308510638298,C,4,C
13710327097,21,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710327097,41,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710327097,51,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710327097,61,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710327097,71,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710327097,81,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710327097,12,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710327097,42,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710327097,52,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710327097,62,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710327097,22,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710327097,32,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710469096,32,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,22,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,62,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,52,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,42,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,12,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,81,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,71,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,61,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,51,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,41,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,31,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,21,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710469096,11,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710483099,31,1,1,142080, ,148186.6, , , ,100,142080,148186.6,1.30508474576271,H,4,H
13710483099,42,2,1,768, ,921.6, , , ,100,768,921.6,1.30508474576271,H,4,H
13710483099,11,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710483099,21,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710483099,12,2,2, , , , , , , , , ,1.30508474576271,H,4,H
13710483099,41,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710483099,51,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710483099,61,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710483099,81,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710483099,22,2,2, , , , , , , , , ,1.30508474576271,H,4,H
13710483099,32,2,2, , , , , , , , , ,1.30508474576271,H,4,H
13710483099,52,2,2, , , , , , , , , ,1.30508474576271,H,4,H
13710483099,62,2,2, , , , , , , , , ,1.30508474576271,H,4,H
13710483099,71,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13710510096,42,2,1,540, ,644.7,100,540,644.7, , , ,1.34308510638298,C,4,C
13710510096,32,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,22,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,62,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,52,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,12,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,81,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,71,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,61,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,51,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,41,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,31,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,21,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710510096,11,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,42,2,1,1440, ,3888, , , ,100,1440,3888,1.34308510638298,C,4,C
13710565095,31,1,1,1440, ,1483, , , ,100,1440,1483,1.34308510638298,C,4,C
13710565095,71,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,81,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,52,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,12,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,11,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,21,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,22,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,32,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,62,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,41,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,51,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710565095,61,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710735098,42,2,1,623, ,872.2,100,623,872.2, , , ,1.05546492659054,C,5,C
13710735098,31,1,1,108, ,125,100,108,125, , , ,1.05546492659054,C,5,C
13710735098,81,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710735098,12,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710735098,22,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710735098,32,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710735098,11,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710735098,21,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710735098,41,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710735098,51,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710735098,61,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710735098,71,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13710735098,52,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710735098,62,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13710879090,31,1,1,300000, ,261000, , , ,100,300000,261000,1.34308510638298,C,4,C
13710879090,42,2,1,14400, ,17000,100,14400,17000, , , ,1.34308510638298,C,4,C
13710879090,21,1,1,1621, ,2400, , , ,100,1621,2400,1.34308510638298,C,4,C
13710879090,32,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710879090,22,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710879090,12,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710879090,62,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710879090,52,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13710879090,81,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710879090,71,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710879090,61,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710879090,51,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710879090,41,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710879090,11,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13710887092,52,2,1,37212, ,26300,100,37876.5,26300, , , ,1.40816326530612,I,4,I
13710887092,31,1,1,2300, ,2385, , , ,100,2300,2385,1.40816326530612,I,4,I
13710887092,81,1,2, , , , , , , , , ,1.40816326530612,I,4,I
13710887092,12,2,2, , , , , , , , , ,1.40816326530612,I,4,I
13710887092,22,2,2, , , , , , , , , ,1.40816326530612,I,4,I
13710887092,32,2,2, , , , , , , , , ,1.40816326530612,I,4,I
13710887092,62,2,2, , , , , , , , , ,1.40816326530612,I,4,I
13710887092,21,1,2, , , , , , , , , ,1.40816326530612,I,4,I
13710887092,11,1,2, , , , , , , , , ,1.40816326530612,I,4,I
13710887092,41,1,2, , , , , , , , , ,1.40816326530612,I,4,I
13710887092,51,1,2, , , , , , , , , ,1.40816326530612,I,4,I
13710887092,61,1,2, , , , , , , , , ,1.40816326530612,I,4,I
13710887092,71,1,2, , , , , , , , , ,1.40816326530612,I,4,I
13710887092,42,2,2, , , , , , , , , ,1.40816326530612,I,4,I
13710945092,11,1,1,50, ,100,100,100,100, , , ,3.72254335260116,C,3,C
13710945092,32,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,22,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,62,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,52,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,42,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,12,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,81,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,71,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,61,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,51,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,41,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,31,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13710945092,21,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711015099,31,1,1,1920, ,1927, , , ,100,1920,1927,1.34308510638298,C,4,C
13711015099,12,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,21,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,41,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,51,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,61,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,81,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,22,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,32,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,42,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,52,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,62,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,11,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711015099,71,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711040093,31,1,1,3000, ,2940,100,3000,2940, , , ,1.05546492659054,C,5,C
13711040093,81,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,12,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,22,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,32,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,42,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,52,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,62,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,11,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,21,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,41,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,51,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,61,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711040093,71,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,31,1,1,10174.53, ,9420.6, , , ,100,1,10174.53,1.05546492659054,C,5,C
13711161095,12,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,22,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,11,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,21,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,32,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,42,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,52,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,62,2,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,41,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,51,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,61,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,71,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711161095,81,1,2, , , , , , , , , ,1.05546492659054,C,5,C
13711188091,11,1,1,360, ,720, , , ,100,360,720,3.72254335260116,C,3,C
13711188091,31,1,1,350, ,360, , , ,100,350,360,3.72254335260116,C,3,C
13711188091,21,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711188091,12,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711188091,41,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711188091,51,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711188091,61,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711188091,71,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711188091,81,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711188091,22,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711188091,32,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711188091,42,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711188091,62,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711188091,52,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711209098,71,1,1,2496, ,3706.56, , , ,100,2496,3706.56,1.34308510638298,C,4,C
13711209098,31,1,1,1440, ,1483.2, , , ,100,1440,1483.2,1.34308510638298,C,4,C
13711209098,12,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711209098,22,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711209098,32,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711209098,42,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711209098,52,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711209098,62,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711209098,11,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711209098,21,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711209098,41,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711209098,51,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711209098,61,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711209098,81,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711251094,11,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,21,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,31,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,41,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,51,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,61,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,71,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,81,1,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,12,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,22,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,32,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,42,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,52,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711251094,62,2,2, , , , , , , , , ,3.72254335260116,C,3,C
13711274094,42,2,1,23520, ,22431,100,23520,22431, , , ,1.34308510638298,C,4,C
13711274094,31,1,1,22837, ,20835,100,22837,20835, , , ,1.34308510638298,C,4,C
13711274094,21,1,1,200, ,300, , , ,100,200,300,1.34308510638298,C,4,C
13711274094,11,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711274094,12,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711274094,41,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711274094,51,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711274094,71,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711274094,81,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711274094,22,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711274094,32,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711274094,52,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711274094,62,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711274094,61,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,31,1,1,13060, ,13452, , , ,100,13060,13452,1.34308510638298,C,4,C
13711398095,21,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,12,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,11,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,22,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,32,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,42,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,52,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,62,2,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,41,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,61,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,71,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,51,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711398095,81,1,2, , , , , , , , , ,1.34308510638298,C,4,C
13711412098,52,2,1,15000, ,15805,100,15000,15805, , , ,3.18181818181818,I,3,I
13711412098,11,1,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,21,1,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,31,1,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,41,1,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,51,1,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,61,1,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,81,1,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,71,1,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,12,2,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,22,2,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,32,2,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,42,2,2, , , , , , , , , ,3.18181818181818,I,3,I
13711412098,62,2,2, , , , , , , , , ,3.18181818181818,I,3,I
13711593092,31,1,1,230110, ,238616,100,230110,238616, , , ,1.30508474576271,H,4,H
13711593092,11,1,2, , , , , , , , , ,1.30508474576271,H,4,H
13711593092,21,1,2, , , , , , , , , ,1.30508474576271,H,4,H
