id_empresa,agu_cap_cod,agu_con_sel,agu_con_alic,agu_con_uni_anio,agu_con_cap_l,agu_con_cap_m3,agu_con_act_prod,agu_con_mes_ene_m3,agu_con_mes_ene_usd,agu_con_mes_feb_m3,agu_con_mes_feb_usd,agu_con_mes_mar_m3,agu_con_mes_mar_usd,agu_con_mes_abr_m3,agu_con_mes_abr_usd,agu_con_mes_may_m3,agu_con_mes_may_usd,agu_con_mes_jun_m3,agu_con_mes_jun_usd,agu_con_mes_jul_m3,agu_con_mes_jul_usd,agu_con_mes_ago_m3,agu_con_mes_ago_usd,agu_con_mes_sep_m3,agu_con_mes_sep_usd,agu_con_mes_oct_m3,agu_con_mes_oct_usd,agu_con_mes_nov_m3,agu_con_mes_nov_usd,agu_con_mes_dic_m3,agu_con_mes_dic_usd,agu_con_anu_m3,agu_con_anu_usd,FEXP,ciiu1d,TAMANIO_EMPRESA,ACTIVIDAD
13602047011,1,1,2, , , , ,375,300,375,300,375,300,375,300,375,300,375,300,375,300,375,300,375,300,375,300,375,300,375,300,4500,3600,1.40816326530612,I,4,I
13602047011,2,1, ,960,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.40816326530612,I,4,I
13602047011,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.40816326530612,I,4,I
13602049013,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13602049013,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13602049013,1,1,2, , , ,100,95,82.25,123,111.65,139,128.45,207,198.1,132,121.1,135,124.25,138,127.4,109,96.95,136,125.3,126,114.8,144,133.7,109,96.95,1593,1460.9,3.72254335260116,C,3,C
13602055013,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13602055013,2,1, ,384,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13602055013,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13602064012,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.50724637681159,H,3,H
13602064012,2,1, ,72,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.50724637681159,H,3,H
13602064012,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.50724637681159,H,3,H
13602073011,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602073011,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602073011,1,1,2, , , ,20,380,554.5,483,259,288,334,202,287.5,338,488.5,330,479.5,293,424,99999,99999,99999,99999,209,298,209,298,237,340,2969,3763,1.05546492659054,C,5,C
13602081014,2,1, ,384,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602081014,1,1,2, , , ,100,862,754.6,434,396.45,455,413.75,356,338.8,266,244.3,186,177.8,631,557.8,671,601.8,542,436.35,497,443.6,401,358.3,99999,99999,5301,4723.55,1.05546492659054,C,5,C
13602081014,3,1, ,24, ,5,100, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602083017,1,1,2, , , , ,55,38.5,58,40.6,63,43.7,32,22.4,44,30.8,70,49,55,38.5,56,39.2,58,40.6,46,32.2,49,33,50,34,636,442.5,3.72254335260116,C,3,C
13602083017,2,1, ,120,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13602083017,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13602099011,1,1,2, , , , ,308.83,247.06,308.83,247.06,308.83,247.06,308.83,247.06,308.83,247.06,308.83,247.06,308.83,247.06,308.83,247.06,308.83,247.06,308.83,247.06,308.83,247.06,308.83,247.06,3705.96,2964.72,1.05546492659054,C,5,C
13602099011,2,1, ,3720,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602099011,3,1, ,1056, ,2,100, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602102011,1,1,2, , , , ,595,529.65,745,660.65,691,617.6,743,661.2,1085,929.45,1044,889.05,895,777.4,947,819.55,921,800.15,698,618.3,873,765.75,651,582.65,9888,8651.4,1.05546492659054,C,5,C
13602102011,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602102011,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602122012,2,1, ,96,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602122012,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602122012,1,1,2, , , ,100,297,270.1,363,322.9,340,304.5,99999,99999,353,314.9,387,342.1,420,368.5,413,362.9,468,406.9,485,420.5,413,362.9,99999,99999,3939,3476.2,1.05546492659054,C,5,C
13602123019,1,1,2, , , , ,7,4.9,6,4.2,7,4.9,7,4.9,8,5.6,9,6.3,9,6.3,7,4.9,9,6.3,7,4.9,8,5.6,99999,99999,84,58.8,3.72254335260116,C,3,C
13602123019,2,1, ,96,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13602123019,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13602124015,1,1,2, , , , ,1676,1373.3,1176,973.3,1260,1040.5,700,592.5,637,542.1,760,640.5,838,702.9,758,638.9,903,754.9,855,716.5,772,650.1,99999,99999,10335,8625.5,1.05546492659054,C,5,C
13602124015,2,1, ,120,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602124015,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602142013,1,1,2, , , , ,99999,3,13,3,6,3,99999,3,99999,3,99999,3,99999,3,99999,3,99999,3,99999,3,99999,3,99999,3,19,36,1.07407407407407,B,5,B
13602142013,2,1, ,120,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.07407407407407,B,5,B
13602142013,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.07407407407407,B,5,B
13602151012,1,1,2, , , , ,99999,99999,99999,99999,99999,99999,117,105.35,170,161,145,174.75,473,410.9,165,155.75,1918,1603.4,806,677.3,761,641.3,450,392.5,5005,4322.25,1.05546492659054,C,5,C
13602151012,2,1, ,1200,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602151012,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602156014,2,1, ,192,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13602156014,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13602156014,1,1,2, , , ,100,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999, , ,1.34308510638298,C,4,C
13602176015,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602176015,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602176015,1,1,2, , , ,100,836,701.3,761,641.3,798,670.9,933,778.9,863,722.9,1016,845.3,997,830.1,886,741.3,866,690.3,783,658.9,738,622.9,915,764.5,10392,8668.6,1.05546492659054,C,5,C
13602228015,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H
13602228015,2,1, ,96,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H
13602228015,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H
13602237014,1,1,2, , , , ,830,597.6,795,572.4,805,579.6,808,581.76,829,596.88,823,592.56,811,583.92,812,584.64,804,578.88,816,587.52,801,576.72,803,578.16,9737,7010.64,1.05546492659054,C,5,C
13602237014,2,1, ,4659,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602237014,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13602252013,1,1,2, , , , ,1625,1300,1303,1042.4,1262,1009.6,99999,99999,2453,1962.4,2021,1616.8,2126,1700.8,2168,1734.4,9999,99999,4418,3534.4,1442,1153.6,2552,2041.6,31369,17096,1.34308510638298,C,4,C
13602252013,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13602252013,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
