id_empresa,agu_cap_cod,agu_con_sel,agu_con_alic,agu_con_uni_anio,agu_con_cap_l,agu_con_cap_m3,agu_con_act_prod,agu_con_mes_ene_m3,agu_con_mes_ene_usd,agu_con_mes_feb_m3,agu_con_mes_feb_usd,agu_con_mes_mar_m3,agu_con_mes_mar_usd,agu_con_mes_abr_m3,agu_con_mes_abr_usd,agu_con_mes_may_m3,agu_con_mes_may_usd,agu_con_mes_jun_m3,agu_con_mes_jun_usd,agu_con_mes_jul_m3,agu_con_mes_jul_usd,agu_con_mes_ago_m3,agu_con_mes_ago_usd,agu_con_mes_sep_m3,agu_con_mes_sep_usd,agu_con_mes_oct_m3,agu_con_mes_oct_usd,agu_con_mes_nov_m3,agu_con_mes_nov_usd,agu_con_mes_dic_m3,agu_con_mes_dic_usd,agu_con_anu_m3,agu_con_anu_usd,FEXP,ciiu1d,TAMANIO_EMPRESA,ACTIVIDAD
13766054140,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H
13766054140,2,1, ,10,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H
13766054140,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H
13767599158,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.42857142857143,B,4,B
13767599158,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.42857142857143,B,4,B
13767599158,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.42857142857143,B,4,B
13767673161,2,1, ,572,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13767673161,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13767673161,1,1,2, , , ,30,198,142.56,189,136.08,202,145.44,138,99.36,131,94.32,196,141.12,239,172.68,189,136.08,220,158.4,319,229.68,165,118.8,133,95.76,2319,1670.28,1.34308510638298,C,4,C
13777711177,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13777711177,2,1, ,24,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13777711177,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13778444172,1,1,2, , , , ,100,55,115,63.25,120,66,127,69.85,112,61.6,118,64.9,103,56.65,107,58.85,94,51.7,86,47.3,107,58.85,96,52.8,1285,706.75,1.34308510638298,C,4,C
13778444172,2,1, ,12,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13778444172,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13781024176,1,1,2, , , , ,164,118.08,170,123.1,140,101.13,167,120.09,173,124.19,190,137.06,175,126.08,186,134.07,197,142.07,233,168.01,169,121.99,212,152.93,2176,1568.8,3.72254335260116,C,3,C
13781024176,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13781024176,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13783132171,1,1,2, , , , ,55,25.42,43,19.1,76,42.86,67,27.12,37,14.34,61,23.24,42,17.94,48,25.26,55,17.64,35,13.34,37,14.78,39,15.26,556,256.3,3.72254335260116,C,3,C
13783132171,2,1, ,210,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13783132171,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13785094179,1,1,2, , , , ,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999, , ,3.72254335260116,C,3,C
13785094179,2,1, ,8,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13785094179,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13786742174,1,1,2, , , , ,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,78.9,56.81,78.9,56.88,122,87.84,61,44.64,340.8,246.17,3.72254335260116,C,3,C
13786742174,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13786742174,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13787777176,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13787777176,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13787777176,1,1,2, , , ,15,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999, , ,1.34308510638298,C,4,C
13790956171,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13790956171,2,1, ,48,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13790956171,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13792315172,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13792315172,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13792315172,1,1,2, , , ,100,40,34.97,34,28.21,27,19.99,27,19.99,19,13.45,26,19.31,29,21.78,29,21.78,40,45.89,26,19.36,24,17.72,31,24.85,352,287.3,3.72254335260116,C,3,C
13792722177,2,1, ,104,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13792722177,1,1,2, , , ,85,1282,833.34,1282,833.34,1282,833.34,1282,833.34,1282,833.34,1282,833.34,1282,833.34,1282,833.34,1282,833.34,1282,833.34,1282,833.34,1282,833.34,149037,10000.08,1.34308510638298,C,4,C
13792722177,3,1, ,12, ,10,100, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13794277171,1,1,2, , , , ,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999, , ,3.72254335260116,C,3,C
13794277171,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13794277171,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13794344170,1,1,2, , , , ,99999,35.44,99999,55.7,99999,42.74,99999,49.76,99999,81.62,99999,40.28,99999,50.84,99999,29.28,99999,41.11,99999,13.82,99999,21.36,99999,21.36, ,483.31,1.30508474576271,H,4,H
13794344170,2,1, ,336,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H
13794344170,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.30508474576271,H,4,H
13794544179,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I
13794544179,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I
13794544179,1,1,2, , , ,80,243,175,243,175,243,175,243,175,243,175,243,175,243,175,243,175,243,175,243,175,243,175,243,175,2916,2100,3.18181818181818,I,3,I
13794828177,2,1, ,520,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13794828177,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13794828177,1,1,2, , , ,100,41,25.42,40,24.8,40,24.8,40,24.8,40,24.8,40,24.8,40,24.8,40,24.8,40,24.8,40,24.8,40,24.8,40,24.8,481,298.22,3.72254335260116,C,3,C
13799616178,1,1,2, , , , ,21,10.29,22,10.78,24,11.76,18,8.82,23,11.27,40,19.6,23,11.27,26,12.74,20,9.8,42,20.59,29,14.21,40,19.6,328,160.73,1.34308510638298,C,4,C
13799616178,2,1, ,40,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13799616178,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13803084178,1,1,2, , , , ,57,19.51,57,19.51,57,19.51,57,19.51,57,19.51,57,19.51,57,19.51,57,19.51,57,19.51,57,19.51,57,19.5,56,19.5,683,234.1,3.72254335260116,C,3,C
13803084178,2,1, ,240,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13803084178,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13803223178,2,1, ,48,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13803223178,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.72254335260116,C,3,C
13803223178,1,1,2, , , ,70,265,190.8,242,174.24,267,192.24,263,189.36,268,192.96,261,187.92,265,190.8,266,191.52,269,193.68,267,192.24,262,188.64,264,190.08,2897,2274.48,3.72254335260116,C,3,C
13806891171,1,1,2, , , , ,415,298.8,372,267.84,425,306,379,272.88,331,238.32,403,290.16,452,325.44,436,313.92,420,302.4,331,238.32,327,235.44,379,272.88,4670,3362.4,3.18181818181818,I,3,I
13806891171,2,1, ,60,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I
13806891171,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18181818181818,I,3,I
13807576172,1,1,2, , , , ,99999,99999,249,98.82,99999,99999,249,98.82,282,113.01,99999,99999,496,205.03,448,184.3,525,217.5,741,310.38,520,432.29,896,377.03,4406,2037.18,1.34308510638298,C,4,C
13807576172,2,1, ,210,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13807576172,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13810084175,1,1,2, , , , ,99999,99999,99999,99999,24,17.14,35,25.66,45,33.32,66,52.42,36,27.32,51,41.44,26,18.94,57,42,29,21.36,29,21.36,398,309.64,1.34308510638298,C,4,C
13810084175,2,1, ,48,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13810084175,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824144171,1,1,2, , , , ,88888,3684.23,88888,3787.11,88888,3474.68,88888,2894.09,88888,2030.51,88888,2447.66,88888,2304.76,88888,1787.16,88888,4178.25,88888,2324.81,88888,3275.97,88888,4036.91, ,36226.14,1,H,5,H
13824144171,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,H,5,H
13824144171,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,H,5,H
13824423177,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,C,5,C
13824423177,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,C,5,C
13824423177,1,1,2, , , ,100,14305.03,12053.01,14444.97,12177.93,9981.93,7792.65,10355.8,7966.09,11005.94,9777.19,11005.94,9777.19,11005.94,9777.19,11005.94,9777.19,11005.94,9777.19,11005.94,9777.19,11055.94,9777.19,5942,8896.3,132121.31,117326.31,1,C,5,C
13824427172,1,1,2, , , , ,162.61,117.08,2311.01,1663.93,4412.5,3177,2359,1699,2400.66,1728.48,3486.04,2509.95,3410.02,2455.22,2634.77,1897.04,6013.8,4329.94,5347.13,3849.94,1046.44,753.44,4527.69,3259.94,38111.67,27440.96,1,H,5,H
13824427172,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,H,5,H
13824427172,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,H,5,H
13824433172,2,1, ,192,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,C,4,C
13824433172,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,C,4,C
13824433172,1,1,2, , , ,95,18632,13029.04,13751,9514.72,11321,7765.12,10484,7162.48,10867,7438.24,8451,5698.72,9229,6258.88,8898,5970.56,8766,5925.52,9548,6488.56,10701,7318.72,11695,8034.4,132343,90604.96,1,C,4,C
13824441175,1,1,2, , , , ,7754,534.14,12490,1777.36,8389,1193.76,22395,3186.74,11587,1648.85,12170,1731.79,20041,2851.92,23659,3366.75,30739,4374.16,20716,2947.91,22682,3227.75,33318,4741.11,225940,31582.24,1.05546492659054,C,5,C
13824441175,2,1, ,8580,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824441175,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824445171,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824445171,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824445171,1,1,2, , , ,95,99999,35062,99999,31166,99999,37742,99999,37539,99999,31686,99999,40561,99999,34603,99999,35759,99999,36962,99999,37284,99999,37684,99999,40046, ,436094,1.05546492659054,C,5,C
13824448170,1,1,2, , , , ,99999,68.73,99999,68.73,99999,68.73,99999,68.73,99999,68.73,99999,68.73,99999,68.73,99999,68.73,99999,68.73,99999,68.73,99999,68.73,99999,68.73, ,824.76,1.05546492659054,C,5,C
13824448170,2,1, ,600,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824448170,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824449176,1,1,2, , , , ,430,309.6,546,393.12,428,308.16,410,295.2,427,307.44,554,398.88,374,296.28,412,296.64,395,284.4,379,272.88,428,308.16,475,342,5258,3812.76,1.05546492659054,C,5,C
13824449176,2,1, ,10400,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824449176,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824456172,1,1,2, , , , ,280,196.28,280,196.28,280,196.28,280,196.28,280,196.28,280,196.28,280,196.28,280,196.28,280,196.28,280,196.28,280,196.28,280,196.28,3360,2355.36,1.05546492659054,C,5,C
13824456172,2,1, ,450,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824456172,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824459171,1,1,2, , , , ,3095.83,2229,2515.28,1811,2780.56,2002,2445.83,1761,2122.22,1528,2256.94,1625,3155.56,2272,2840.28,2045,2848.61,2051,2287.5,1647,1972.22,1420,2338.89,1684,30659.72,22075,1.05546492659054,C,5,C
13824459171,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824459171,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824464175,1,1,2, , , , ,512,368.64,867,624.24,929,668.88,744,535.68,563,405.36,469,337.68,445,320.4,629,452,702,505,597,429.84,622,447.84,99999,99999,7079,5095.56,1.34308510638298,C,4,C
13824464175,2,1, ,36,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824464175,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824479172,2,1, ,528,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824479172,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824479172,1,1,2, , , ,90,1,2.1,145,104.4,202,99999,216,155.52,273,196.56,232,99999,179,99999,174,125.28,172,123.84,155,111.6,152,109.44,194,139.68,2095,1068.42,1.34308510638298,C,4,C
13824481177,1,1,2, , , , ,99999,99999,535,385.2,507,365.04,560,403.2,320,230.4,380,273.6,633,455.76,634,456.48,697,501.84,619,445.68,889,640.08,577,415.44,6351,4572.72,1.34308510638298,C,4,C
13824481177,2,1, ,40,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824481177,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824482173,2,1, ,1000,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824482173,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824482173,1,1,2, , , ,80,145,25.15,145,25.15,146,25.15,130,22.26,73,12.97,97,16.56,102,17.36,15,99999,99999,99999,161,24.61,83,14.79,16,8.4,1113,192.4,1.05546492659054,C,5,C
13824484176,2,1, ,1200,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824484176,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824484176,1,1,2, , , ,99,4258,3065.76,5700,4104,5824,4214.88,6579,4736.88,6822,4911.84,7455,5367.6,6291,4529.52,6487,4670.64,6662,4796.64,6370,4586.4,5438,3915.36,7240,5212.8,75126,54112.32,1.05546492659054,C,5,C
13824485172,2,1, ,1300,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824485172,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824485172,1,1,2, , , ,95,4,4.18,4,2.88,57,31.39,1,2.1,2,.59,305,219.6,92,66.24,149,108.66,361,259.92,1,2.1,1975,1422,698,502.56,3649,2622.22,1.05546492659054,C,5,C
13824489178,1,1,2, , , , ,124,89.28,155,111.6,188,135.36,112,80.59,162,116.64,140,102.49,281,202.32,188,135.36,215,156.95,145,105,139,105.08,155,113.15,2004,1532.5,1.34308510638298,C,4,C
13824489178,2,1, ,268,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824489178,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824493175,1,1,2, , , , ,12,8.64,10,7.2,10,7.2,14,14.08,13,9.36,14,14.08,18,12.96,17,12.24,11,7.92,13,9.36,12,8.64,10,7.2,154,118.88,1.05546492659054,C,5,C
13824493175,2,1, ,240,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824493175,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824497171,1,1,2, , , , ,70,50.4,61,43.92,76,54.72,80,57.6,84,60.48,79,56.88,72,51.84,71,51.12,82,59.04,86,61.92,78,56.16,75,54,914,658.08,1.34308510638298,C,4,C
13824497171,2,1, ,264,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824497171,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824505173,1,1,2, , , , ,99999,99999,99999,99999,246,99999,405,99999,359,99999,329,99999,357,99999,400,99999,401,99999,436,99999,439,316,99999,99999,3372,316,1.05546492659054,C,5,C
13824505173,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824505173,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824511173,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824511173,2,1, ,720,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824511173,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824513176,1,1,2, , , , ,158,113.76,188,135.36,160,115.2,157,113.04,129,92.88,172,123.84,197,141.84,281,202.32,234,168.48,266,191.52,233,167.76,334,240.48,2509,1806.48,1.05546492659054,C,5,C
13824513176,2,1, ,104,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824513176,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824521179,2,1, ,3000,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824521179,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824521179,1,1,2, , , ,10,734,513.57,732,515.16,778,544.55,781,551.76,780,548.07,755,551.4,745,526.34,784,552.59,755,532.31,773,546.12,788,556.52,795,561.66,9200,6500.05,1.05546492659054,C,5,C
13824522175,2,1, ,280,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824522175,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824522175,1,1,2, , , ,80,700,504,693,498.96,800,576,744,535.68,657,473.04,619,445.68,664,478.08,1700,1224,647,465.84,764,550.08,631,454.32,622,447.84,9241,6653.52,1.34308510638298,C,4,C
13824526171,1,1,2, , , , ,493,211.99,503,216.29,463,199.09,497,213.71,494,212.42,404,173.72,310,133.3,275,118.25,277,119.11,376,161.68,227,97.61,296,127.28,4340,1984.45,1.05546492659054,C,5,C
13824526171,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824526171,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824530178,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824530178,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824530178,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824531174,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824531174,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824531174,1,1,2, , , ,100,167,99999,159,99999,175,99999,185,99999,271,99999,189,99999,167,99999,167,99999,256,99999,122,99999,126,99999,130,99999,2114, ,1.05546492659054,C,5,C
13824534173,1,1,2, , , , ,99999,99999,405,106.32,99999,99999,363,102.98,400,113.28,1929,538.43,318,90.49,481,135.79,2002,558.72,343,97.44,245,70.19,105,31,6591,1844.64,1.34308510638298,C,4,C
13824534173,2,1, ,308,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824534173,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824537172,1,1,2, , , , ,7257,5225.04,7787,5606.64,6922,4983.84,6832,4919.04,7635,5497.2,8009,5766.48,7524,5417.28,8295,5972.4,7915,5698.8,7669,5521.68,7117,5124.24,8105,5835.6,91067,65568.24,1.09090909090909,I,5,I
13824537172,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.09090909090909,I,5,I
13824537172,2,1, ,6083,20, ,100, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.09090909090909,I,5,I
13824539175,1,1,2, , , , ,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999, , ,1.05546492659054,C,5,C
13824539175,2,1, ,13861,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824539175,3,1, ,1335, ,20,100, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824545175,2,1, ,850,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824545175,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824545175,1,1,2, , , ,10,965,694,1278,920.16,99999,99999,1258,905.76,1208,866.76,1144,823.68,1147,825.84,498,718.56,966,717.12,2027,737.28,1050,756,1130,813.6,12671,8778.76,1.05546492659054,C,5,C
13824546171,1,1,2, , , , ,5418,5408.83,4845,4845.02,5707,5697.23,6471,6459.64,5945,5934.73,6266,6255.07,5777,5767.08,5695,5685.25,5724,5714.19,6740,6728.08,6393,6381.8,6683,6671.2,71664,71548.12,1.05546492659054,C,5,C
13824546171,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824546171,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824548174,1,1,2, , , , ,900,860,900,860,900,860,900,860,900,860,900,860,900,860,900,860,900,860,900,860,900,860,900,860,10800,10320,1.05546492659054,C,5,C
13824548174,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824548174,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824555171,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H
13824555171,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H
13824555171,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.03846153846154,H,5,H
13824559176,1,1,2, , , , ,148,106,136,97.92,169,121.68,232,167.04,99999,99999,258,185.76,116,83.52,99999,99999,55,39.6,55,39.6,65,46.8,99999,99999,1234,887.92,1.05546492659054,C,5,C
13824559176,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824559176,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824562177,1,1,2, , , , ,207.8,209.36,207.8,209.36,207.8,209.36,207.8,209.36,207.8,209.36,207.8,209.36,207.8,209.36,207.8,209.36,207.8,209.36,207.8,209.36,207.8,209.36,207.8,209.36,2493.6,2512.32,1.07407407407407,B,5,B
13824562177,2,1, ,9600,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.07407407407407,B,5,B
13824562177,3,1, ,1481, ,8,100, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.07407407407407,B,5,B
13824564170,2,1, ,1800,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824564170,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824564170,1,1,2, , , ,60,927,667.44,1028,740.16,927,667.44,1061,763.92,942,678.24,967,696.24,1149,827.28,1295,932.4,1610,1159.2,1207,869.04,1046,753.12,1679,1208.88,13838,9963.36,1.05546492659054,C,5,C
13824565176,1,1,2, , , , ,279,207,279,207,279,207,279,207,279,207,279,207,279,207,279,207,279,207,279,207,279,207,281,207,3350,2484,1.05546492659054,C,5,C
13824565176,2,1, ,960,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824565176,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.05546492659054,C,5,C
13824567179,1,1,2, , , , ,101,72.72,34,24.48,273,196.56,117,84.24,194,139.68,204,146.88,59,42.48,51,36.72,47,33.84,57,41.04,100,72,44,31.68,1281,922.32,1.34308510638298,C,4,C
13824567179,2,1, ,10,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
13824567179,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.34308510638298,C,4,C
