AÑO; MES ;SPT;SPNF;PGE; TIPO DE ACREEDOR GENERAL ; TIPO DE ACREEDORE ESPECÍFICO ; DEUDOR ; SALDO AL MES ANTERIOR ; DESEMBOLSOS ; AMORTIZACIONES ; INTERÉS Y COMISIONES ; AJUSTES CAMBIARIOS ; SALDO DEL MES ; CONDONACIONES DE INTERESES 
2021;FEBRERO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONO 2025 ; GOBIERNO CENTRAL ;9.062,88; -   ; -   ; -   ; -   ;9.062,88; -   
2021;FEBRERO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONO 2026 ; GOBIERNO CENTRAL ;27.410,99; -   ; -   ; -   ; -   ;27.410,99; -   
2021;FEBRERO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONO 2027 1 ; GOBIERNO CENTRAL ;14.059,54; -   ; -   ; -   ; -   ;14.059,54; -   
2021;FEBRERO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONO 2027 2 ; GOBIERNO CENTRAL ;28.758,81; -   ; -   ; -   ; -   ;28.758,81; -   
2021;FEBRERO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONO 2028 ; GOBIERNO CENTRAL ;50.274,60; -   ; -   ; -   ; -   ;50.274,60; -   
2021;FEBRERO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONO 2029 ; GOBIERNO CENTRAL ;29.438,64; -   ; -   ; -   ; -   ;29.438,64; -   
2021;FEBRERO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONO 2030 ; GOBIERNO CENTRAL ;14.259,11; -   ; -   ; -   ; -   ;14.259,11; -   
2021;FEBRERO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; NUEVO BONO SOB 2030 ; GOBIERNO CENTRAL ;3.701.423,87; -   ; -   ; -   ; -   ;3.701.423,87; -   
2021;FEBRERO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; NUEVO BONO SOB 2035 ; GOBIERNO CENTRAL ;8.458.864,78; -   ; -   ; -   ; -   ;8.458.864,78; -   
2021;FEBRERO;1;1;0; PASIVOS POR DERECHOS CONTRACTUALES INTANGIBLES ; PASIVOS POR DERECHOS CONTRACTUALES INTANGIBLES  ; PETROAMAZONAS ;537.570,44; -   ;7.956,75; -   ; -   ;529.613,69; -   
2021;FEBRERO;1;1;0; VENTAS ANTICIPADAS PETROLERAS ; PETROCHINA ; PETROECUADOR ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;FEBRERO;1;1;0; VENTAS ANTICIPADAS PETROLERAS ; PETROCHINA ; PETROECUADOR ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;FEBRERO;1;1;0; VENTAS ANTICIPADAS PETROLERAS ; PETROCHINA ; PETROECUADOR ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;FEBRERO;1;1;0; VENTAS ANTICIPADAS PETROLERAS ; UNIPEC  ; PETROECUADOR ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;FEBRERO;1;1;0; VENTAS ANTICIPADAS PETROLERAS ; UNIPEC  ; PETROECUADOR ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;FEBRERO;1;1;0; VENTAS ANTICIPADAS PETROLERAS ;  PETROTAILANDIA I ; PETROECUADOR ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;FEBRERO;1;1;0; VENTAS ANTICIPADAS PETROLERAS ;  PETROTAILANDIA II ; PETROECUADOR ;22.916,67; -   ;2.083,33;126,17; -   ;20.833,33; -   
2021;FEBRERO;1;1;0; VENTAS ANTICIPADAS PETROLERAS ;  OMAN ; PETROECUADOR ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;FEBRERO;1;0;0; DERECHOS ESPECIALES DE GIRO - DEG ; Crédito FMI al BCE, Instrumento Rápido Financiamiento (DEG's). RFI - Rapid Financing Instrument ; BANCO CENTRAL ;141.359,00; -   ;47.129,00;397;-91;94.139,00; -   
2021;FEBRERO;1;0;0; DERECHOS ESPECIALES DE GIRO - DEG ; Deg's emisión especial 2009 (Asignación MEF y BCE) ; BANCO CENTRAL ;415.466,00; -   ; -   ;95;-440;415.026,00; -   
2021;MARZO;1;1;1; PROVEEDORES ; PROVEEDORES  ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; PROVEEDORES ; PROVEEDORES  ; EP PETROECUADOR ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; PROVEEDORES ; PROVEEDORES  ; DMQ ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; PROVEEDORES ; PROVEEDORES  ; IESS ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; PROVEEDORES ; PROVEEDORES  ; TAME ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; BANCOS ; BANCOS  ; GOBIERNO CENTRAL ;1.155.941,20; -   ;13.530,75;3.417,79;-4.193,86;1.138.216,59; -   
2021;MARZO;1;1;1; BANCOS ; BANCOS  ; ARMADA NAC. ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;0;0; BANCOS ; BANCOS  ; CFN ;0; -   ; -   ; -   ; -   ;0; -   
2021;MARZO;1;1;0; BANCOS ; BANCOS  ; CON. PROV. PICHINCHA ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; BANCOS ; BANCOS  ; MUN. MACHALA ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; BANCOS ; BANCOS  ; MUN. PORTOVIEJO ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; BANCOS ; BANCOS  ; EP PETROECUADOR ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; BANCOS ; BANCOS  ; EMAPA-G ;83.500,00; -   ; -   ; -   ; -   ;83.500,00; -   
2021;MARZO;1;1;0; BANCOS ; BANCOS  ; ETAPA  EP CUENCA ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; BANCOS ; BANCOS  ; IESS ;65.056,22; -   ;4.642,32;503,13; -   ;60.413,90; -   
2021;MARZO;1;1;1; GOBIERNOS ; GOBIERNOS  ; GOBIERNO CENTRAL ;5.593.154,25; -   ;60.272,59;75.722,79;-13.634,08;5.519.247,59; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; CON. PROV. MANABÍ ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; CON. PROV. PICHINCHA ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;0;0; GOBIERNOS ; GOBIERNOS  ; BNF ;0; -   ; -   ; -   ;0;0; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; CELEC EP ;83.525,06; -   ; -   ; -   ;0;83.525,06; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; EEQ ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; DMQ ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;0;0; GOBIERNOS ; GOBIERNOS  ; BANCO CENTRAL EC. ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; GOBIERNOS  ; ARMADA NAC. ;1.971,27; -   ; -   ; -   ;-57,83;1.913,44; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; MUN. LOJA ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; MUN. BABAHOYO ;446,27; -   ; -   ; -   ;-13,09;433,18; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; BANCO DEL ESTADO ;128.335,11;65.516,38; -   ;308,67;-455,81;193.395,68; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; HIDROTOAPI E.P. ;11.356,31; -   ;3.503,17;559,65; -   ;7.853,14; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; MUN. SANTO DOMINGO ;81.408,06; -   ; -   ;37,78;-914,7;80.493,36; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; MUN. GUAYAQUIL ;72.934,51; -   ; -   ; -   ; -   ;72.934,51; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; EMAAP-Q ;69.999,97; -   ; -   ; -   ;0;69.999,97; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; EMAPA-G ;27.089,94; -   ; -   ; -   ; -   ;27.089,94; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; EMAPA STO.DOMINGO ;0; -   ; -   ; -   ;0;0; -   
2021;MARZO;1;1;0; GOBIERNOS ; GOBIERNOS  ; CON. PROV. TUNGURAHU ;2.453,15; -   ; -   ; -   ;-71,96;2.381,19; -   
2021;MARZO;1;1;1; ORGANISMOS INTERNACIONALES ; AIF ; GOBIERNO CENTRAL ;539,18; -   ;171,05;2,02; -   ;368,13; -   
2021;MARZO;1;1;1; ORGANISMOS INTERNACIONALES ; FIDA ; GOBIERNO CENTRAL ;39.502,27; -   ; -   ; -   ;-702,07;38.800,20; -   
2021;MARZO;1;1;1; ORGANISMOS INTERNACIONALES ; FLAR ; GOBIERNO CENTRAL ;81.955,56; -   ; -   ; -   ; -   ;81.955,56; -   
2021;MARZO;1;1;1; ORGANISMOS INTERNACIONALES ; FMI ; GOBIERNO CENTRAL ;6.219.589,41; -   ; -   ; -   ;-95.328,98;6.124.260,43; -   
2021;MARZO;1;0;0; ORGANISMOS INTERNACIONALES ; FMI ; BANCO CENTRAL EC. ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BRADY DESCUENTO ; GOBIERNO CENTRAL ;12.343,00; -   ; -   ;15; -   ;12.343,00; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BRADY PAR ; GOBIERNO CENTRAL ;50.183,00; -   ; -   ; -   ; -   ;50.183,00; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BRADY PDI ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; ORGANISMOS INTERNACIONALES ; BID ; GOBIERNO CENTRAL ;5.756.791,84;200.340,57;14.319,85;4.542,85;2,91;5.942.815,47; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BID ; MUN. GUAYAQUIL ;0; -   ; -   ; -   ;0;0; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BID ; MUN. PORTOVIEJO ; -   ;340; -   ; -   ; -   ;340; -   
2021;MARZO;1;0;0; ORGANISMOS INTERNACIONALES ; BID ; BANCO CENTRAL EC. ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BID ; DMQ ;17.696,41; -   ;1.191,67;309,7; -   ;16.504,73; -   
2021;MARZO;1;0;0; ORGANISMOS INTERNACIONALES ; BID ; CFN ;869,69; -   ; -   ; -   ; -   ;869,69; -   
2021;MARZO;1;0;0; ORGANISMOS INTERNACIONALES ; BID ; CONAFIPS ;50.000,00; -   ; -   ; -   ; -   ;50.000,00; -   
2021;MARZO;1;0;0; ORGANISMOS INTERNACIONALES ; BID ; BNF ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BID ; EMAAP-Q ;60.193,21; -   ;432,86;30,28;0;59.760,35; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BID ; CELEC EP ;0; -   ; -   ; -   ;0;0; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BID ; ETAPA  EP CUENCA ;37.037,08; -   ; -   ; -   ; -   ;37.037,08; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BID ; BANCO DEL ESTADO ;1.192,53; -   ; -   ; -   ; -   ;1.192,53; -   
2021;MARZO;1;1;1; ORGANISMOS INTERNACIONALES ; BID ; INIAP ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; ORGANISMOS INTERNACIONALES ; BID ; ESPOL ;2.399,45; -   ; -   ; -   ;0;2.399,45; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BID ; MUN. CUENCA ;3.046,57; -   ; -   ; -   ; -   ;3.046,57; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BID ; CON. PROV. CHIMBORAZ ;13.000,00; -   ;500;45,68; -   ;12.500,00; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BID ; TAME ;22.913,69; -   ; -   ; -   ; -   ;22.913,69; -   
2021;MARZO;1;1;1; ORGANISMOS INTERNACIONALES ; CAF ; GOBIERNO CENTRAL ;3.471.763,10; -   ;28.541,72;4.602,65; -   ;3.443.221,39;203,5
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; CAF ; MUN. AMBATO ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;0;0; ORGANISMOS INTERNACIONALES ; CAF ; BANCO CENTRAL EC. ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; CAF ; MUN. GUAYAQUIL ;129.611,21; -   ;5.920,40;576,85; -   ;123.690,81;49,54
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; CAF ; DMQ ;223.538,75; -   ; -   ; -   ; -   ;223.538,75; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; CAF ; CON. PROV. GUAYAS ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; CAF ; MUN. CUENCA ;54.545,45; -   ; -   ; -   ; -   ;54.545,45; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; CAF ; BANCO DEL ESTADO ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; CAF ; EMAAP-Q ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; CAF ; ETAPA  EP CUENCA ;165; -   ; -   ; -   ; -   ;165; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; CAF ; CELEC EP ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;0;0; ORGANISMOS INTERNACIONALES ; CAF ; BANECUADOR B.P. ;30.000,00; -   ; -   ; -   ; -   ;30.000,00; -   
2021;MARZO;1;0;0; ORGANISMOS INTERNACIONALES ; CAF ; CFN ;40.000,00; -   ; -   ; -   ; -   ;40.000,00; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; CAF ; MUN. LOJA ;44.034,39; -   ; -   ; -   ; -   ;44.034,39; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; CAF ; CON. PROV. PICHINCHA ;41.854,82;2.507,07;1.146,47;189,26; -   ;43.215,41;70,13
2021;MARZO;1;1;1; ORGANISMOS INTERNACIONALES ; BIRF ; GOBIERNO CENTRAL ;1.852.149,18; -   ;902,22;2.046,25; -   ;1.851.246,96;0,73
2021;MARZO;1;0;0; ORGANISMOS INTERNACIONALES ; BIRF ; CFN ;120.000,00; -   ; -   ; -   ; -   ;120.000,00; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BIRF ; BANCO DEL ESTADO ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BIRF ; MUN. MANTA ;90.962,83; -   ; -   ; -   ; -   ;90.962,83; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BIRF ; DMQ ;401.087,09; -   ; -   ;1.499,39; -   ;401.087,09; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BIRF ; EMAPA-G ;96.913,25;3.331,82; -   ; -   ; -   ;100.245,08; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BIRF ; MUN. IBARRA ;25.612,02; -   ; -   ; -   ; -   ;25.612,02; -   
2021;MARZO;1;1;0; ORGANISMOS INTERNACIONALES ; BIRF ; CON. PROV. CHIMBORAZ ;6.150,38; -   ; -   ; -   ; -   ;6.150,38; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 12 ; GOBIERNO CENTRAL ;87.605,00; -   ; -   ; -   ; -   ;87.605,00; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 12 ; AUT. PORT. GUAYAS ;299; -   ; -   ; -   ; -   ;299; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 12 ; AUT. PORT. BOLIVAR ;1.263,00; -   ; -   ; -   ; -   ;1.263,00; -   
2021;MARZO;1;0;0; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 12 ; CFN ;2; -   ; -   ; -   ; -   ;2; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 12 ; DAC ;155; -   ; -   ; -   ; -   ;155; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 12 ; EMELMANABI ;239; -   ; -   ; -   ; -   ;239; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 12 ; EMELORO ;699; -   ; -   ; -   ; -   ;699; -   
2021;MARZO;1;1;0; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 12 ; EEQ ;2.711,00; -   ; -   ; -   ; -   ;2.711,00; -   
2021;MARZO;1;1;0; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 12 ; EP PETROECUADOR ;11.335,00; -   ; -   ; -   ; -   ;11.335,00; -   
2021;MARZO;1;1;0; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 12 ; TAME ;487; -   ; -   ; -   ; -   ;487; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 30 ; GOBIERNO CENTRAL ;214.296,00; -   ; -   ; -   ; -   ;214.296,00; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 30 ; AUT. PORT. GUAYAS ;2.230,00; -   ; -   ; -   ; -   ;2.230,00; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 30 ; AUT. PORT. BOLIVAR ;8.092,00; -   ; -   ; -   ; -   ;8.092,00; -   
2021;MARZO;1;0;0; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 30 ; CFN ;19,41; -   ; -   ; -   ; -   ;19,41; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 30 ; DAC ;1.030,00; -   ; -   ; -   ; -   ;1.030,00; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 30 ; EMELMANABI ;2.390,00; -   ; -   ; -   ; -   ;2.390,00; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 30 ; EMELORO ;5.701,00; -   ; -   ; -   ; -   ;5.701,00; -   
2021;MARZO;1;1;0; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 30 ; EEQ ;18.150,00; -   ; -   ; -   ; -   ;18.150,00; -   
2021;MARZO;1;1;0; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 30 ; EP PETROECUADOR ;81.058,00; -   ; -   ; -   ; -   ;81.058,00; -   
2021;MARZO;1;1;0; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; GLOBAL 30 ; TAME ;3.718,00; -   ; -   ; -   ; -   ;3.718,00; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2014-2024 ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2015-2020 ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS II ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS III ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS IV ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS V ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS VI ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS VII ; GOBIERNO CENTRAL ;0; -   ; -   ; -   ;0;0; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS VII ; INOCAR ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS VII ; EMELMANABI ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS VII ; EMELORO ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; GOBIERNOS ; CLUB DE PARIS VII ; EEQ ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; GOBIERNOS ; CLUB DE PARIS VII ; TAME ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;0;0; GOBIERNOS ; CLUB DE PARIS VII ; BEV ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;0;0; GOBIERNOS ; CLUB DE PARIS VII ; CFN ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS VIII ; GOBIERNO CENTRAL ;9.514,10; -   ;4.061,85;79,46;-66,83;5.385,41; -   
2021;MARZO;1;0;0; GOBIERNOS ; CLUB DE PARIS VIII ; BNF ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS VIII ; INOCAR ;118,96; -   ;57,32;0,23;-3,26;58,38; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS VIII ; EMELMANABI ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; GOBIERNOS ; CLUB DE PARIS VIII ; EMELORO ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; GOBIERNOS ; CLUB DE PARIS VIII ; EEQ ;191,39; -   ;93,85;0,71;-0,17;97,37; -   
2021;MARZO;1;1;0; GOBIERNOS ; CLUB DE PARIS VIII ; TAME ;73,38; -   ;35,97;0,27; -   ;37,41; -   
2021;MARZO;1;0;0; GOBIERNOS ; CLUB DE PARIS VIII ; BEV ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;0;0; GOBIERNOS ; CLUB DE PARIS VIII ; CFN ;14,04; -   ;4,17;0,15; -   ;9,86; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2016-2022 ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2016-2026 ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS PETROAMAZONAS ; PETROAMAZONAS EP ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2017-2023/2027 ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2017-2027jun ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2017-2027oct ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;0; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS PETROAMAZONAS ; PETROAMAZONAS EP 1 ;128.400,00; -   ;23.300,00;494,88; -   ;105.100,00; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2018-2028 ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2019-2029 ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2019-2025 ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2019-2030 ; GOBIERNO CENTRAL ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS SOBERANOS 2019-2035 ; GOBIERNO CENTRAL ;400.000,00; -   ; -   ; -   ; -   ;400.000,00; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONOS PDI 2030 ; GOBIERNO CENTRAL ;1.004.941,99; -   ; -   ; -   ; -   ;1.004.941,99; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; NUEVO BONO S. 2040 1 ; GOBIERNO CENTRAL ;3.403.135,21; -   ; -   ; -   ; -   ;3.403.135,21; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONO 2022 ; GOBIERNO CENTRAL ;18.147,63; -   ; -   ; -   ; -   ;18.147,63; -   
2021;MARZO;1;1;1; BONOS EMITIDOS EN MERCADOS INTERNACIONALES ; BONO 2023 ; GOBIERNO CENTRAL ;18.796,47; -   ; -   ; -   ; -   ;18.796,47; -   
